YAL014C_idr_2	YFR038W_idr_7	YOL115W_idr_3	YFL023W_idr_2	YDR458C_idr_3	YNL299W_idr_3	YLR442C_idr_3	YML065W_idr_3	YBL024W_idr_2	YMR162C_idr_11	YNL088W_idr_16	0.595259144829813	0.592690002803113	0.592177796845643	0.581012853404107	0.57656560547966	0.569385173589558	0.563301914136445	0.562512502340765	0.544932503487619	0.537486327060228
YAL015C_idr_1	YDL156W_idr_2	YOL043C_idr_1	YOL006C_idr_1	YMR114C_idr_2	YGR217W_idr_4	YOR308C_idr_11	YBL024W_idr_2	YFR038W_idr_7	YNL299W_idr_3	YER030W_idr_1	0.623070491253969	0.613397562163042	0.612630538660216	0.607054425680293	0.575545894826074	0.573775393777468	0.56513885760062	0.547325193008177	0.545222904906397	0.540291817724764
YAL017W_idr_1	YBR140C_idr_42	YOL036W_idr_8	YOL081W_idr_59	YDL214C_idr_1	YNL197C_idr_1	YBL081W_idr_3	YGR068C_idr_3	YNL183C_idr_1	YDL048C_idr_3	YBL081W_idr_4	0.751294262818294	0.744162615326154	0.738663287254403	0.734455678790326	0.724532280051385	0.715897505314328	0.714300072020389	0.714280355046299	0.706453487994906	0.701334795595616
YAL017W_idr_11	YOL045W_idr_5	YHR150W_idr_3	YAR014C_idr_7	YKL173W_idr_1	YKL033W_idr_5	YPL217C_idr_9	YJL163C_idr_1	YPL022W_idr_5	YIL030C_idr_2	YMR119W_idr_3	0.628404027403393	0.625593543169055	0.61919128081883	0.617252931073106	0.592610730947032	0.58607109380164	0.58092608126249	0.572895781561844	0.572584316389464	0.57056201772495
YAL017W_idr_7	YOL045W_idr_3	YER158C_idr_2	YGR014W_idr_2	YOR178C_idr_10	YIL140W_idr_7	YKL176C_idr_4	YDR422C_idr_6	YGR249W_idr_4	YJL058C_idr_4	YCR089W_idr_1	0.716218310455326	0.631767983146808	0.630703478974617	0.618194261346861	0.596553301417854	0.59043035496725	0.587826734015305	0.587358883688496	0.58313868311929	0.57909031460275
YAL017W_idr_9	YKR096W_idr_1	YEL043W_idr_7	YNL172W_idr_15	YMR037C_idr_19	YER040W_idr_2	YGL178W_idr_1	YHR102W_idr_2	YJR091C_idr_2	YKL020C_idr_9	YJR127C_idr_7	0.746580479717514	0.732354365178302	0.727985819636366	0.725053169646958	0.724724893165886	0.719754892830749	0.718613984679439	0.716467194888779	0.716457366192801	0.710470138723188
YAL019W_idr_1	YPL115C_idr_7	YDR028C_idr_1	YER122C_idr_2	YBR098W_idr_6	YDR176W_idr_4	YPL122C_idr_2	YGR191W_idr_3	YLR176C_idr_3	YBR069C_idr_1	YNL101W_idr_4	0.479787767194353	0.478649652372013	0.47186082019879	0.46791676097897	0.466758254077338	0.454858969900554	0.440974660830895	0.43737749008995	0.435222212691216	0.43133734497851
YAL019W_idr_4	YDR362C_idr_1	YJR134C_idr_8	YLR320W_idr_3	YOR001W_idr_5	YBR114W_idr_1	YDL040C_idr_3	YLL008W_idr_3	YDR014W_idr_2	YPL195W_idr_4	YIR002C_idr_4	0.692656146304375	0.654449042414818	0.653782510611404	0.652641203420329	0.648497450800197	0.636839817812503	0.633897740832654	0.630523008736011	0.627133944747895	0.623971010080511
YAL019W_idr_5	YLR003C_idr_2	YBR267W_idr_5	YDL212W_idr_3	YHR065C_idr_1	YER030W_idr_1	YOR001W_idr_5	YLR399C_idr_2	YLL008W_idr_3	YDL213C_idr_1	YDL040C_idr_3	0.686154437818486	0.671707085537193	0.611729574243356	0.611387761254189	0.593773365753775	0.591610709649558	0.589709557339083	0.586045267263044	0.569133810418665	0.568243911334227
YAL019W_idr_8	YER164W_idr_12	YHR077C_idr_5	YBR231C_idr_1	YGR170W_idr_13	YML010W_idr_1	YLR223C_idr_8	YDR301W_idr_6	YAL043C_idr_7	YLR138W_idr_7	YGR261C_idr_8	0.727541300907833	0.723643599363361	0.688384151114017	0.682045658751949	0.677008938860614	0.66656854074585	0.654736812153424	0.643959085290037	0.638569784665279	0.637139387295335
YAL021C_idr_1	YNR052C_idr_5	YCR084C_idr_2	YNR052C_idr_4	YKL032C_idr_10	YAL021C_idr_5	YJL206C_idr_8	YPR042C_idr_3	YOL116W_idr_2	YIL036W_idr_8	YDL106C_idr_5	0.820568294583732	0.692197958146767	0.669271650164683	0.646655293786119	0.646282944322198	0.64292995311069	0.639497657641071	0.634116547984046	0.631608685757731	0.627722476776144
YAL021C_idr_5	YCR093W_idr_3	YMR164C_idr_16	YER068W_idr_9	YOL004W_idr_1	YPL089C_idr_12	YOL051W_idr_9	YOL051W_idr_8	YDL160C_idr_2	YNR052C_idr_4	YNL288W_idr_1	0.893777319774453	0.874270149723961	0.860050662855519	0.859645580954203	0.857475058568135	0.854250002133082	0.851065911738156	0.843281376370816	0.841743054779278	0.839133074940305
YAL022C_idr_1	YDL206W_idr_3	YGL151W_idr_6	YBR207W_idr_2	YGR056W_idr_2	YER111C_idr_10	YHR082C_idr_2	YOR138C_idr_3	YIL030C_idr_2	YPR030W_idr_12	YKL010C_idr_1	0.742193119611848	0.700162262721789	0.675463669415376	0.642270355876378	0.633390347568078	0.620907381519465	0.616122687571992	0.613009079290172	0.612636070785112	0.609961269338553
YAL023C_idr_1	YOR321W_idr_1	YNL265C_idr_2	YOL004W_idr_14	YML093W_idr_3	YLR004C_idr_1	YIL091C_idr_1	YNL308C_idr_7	YNR011C_idr_8	YPL043W_idr_2	YNL088W_idr_15	0.708847270108327	0.623191279695684	0.609697912559652	0.598275723470804	0.595602745993067	0.575577568868035	0.562204451553235	0.558297623223206	0.553427798823484	0.552873342709498
YAL024C_idr_3	YKL134C_idr_1	YBR024W_idr_1	YOR297C_idr_1	YLR203C_idr_1	YGR125W_idr_3	YDR148C_idr_1	YOL095C_idr_3	YPL078C_idr_1	YER086W_idr_1	YNL169C_idr_2	0.669104422017629	0.668345185554057	0.66159276873788	0.657348312318674	0.644116020438017	0.628655150740315	0.627537729303279	0.624165488810063	0.623906597146921	0.623653896582348
YAL024C_idr_5	YHR118C_idr_3	YLR079W_idr_1	YKR077W_idr_1	YJL194W_idr_1	YBR060C_idr_1	YLR183C_idr_4	YBR158W_idr_1	YDR501W_idr_2	YPL242C_idr_13	YKL108W_idr_2	0.727551125164612	0.706313996871901	0.676383862688158	0.650284691955139	0.647007943680063	0.644341322276279	0.639672061537696	0.631077603432088	0.617692436187167	0.610306590574174
YAL024C_idr_8	YOR195W_idr_16	YER093C_idr_7	YER033C_idr_1	YHR164C_idr_10	YDR217C_idr_8	YLR135W_idr_11	YHR149C_idr_17	YCR065W_idr_2	YNL238W_idr_4	YDL020C_idr_11	0.645182765266531	0.620331985409206	0.60786205431849	0.601835605805982	0.600382608661983	0.594790632747776	0.585812255781271	0.585449334247755	0.566044997846658	0.555022723720309
YAL024C_idr_9	YML060W_idr_2	YPL254W_idr_4	YDL240W_idr_7	YMR162C_idr_1	YJL092W_idr_11	YOR042W_idr_3	YKL038W_idr_2	YMR053C_idr_6	YML042W_idr_1	YGR098C_idr_1	0.488001595574512	0.484824441289483	0.440734278199229	0.421690478667473	0.403067350772155	0.402234040282915	0.402024117039091	0.401073198955706	0.4001376905072	0.387456043716679
YAL025C_idr_3	YOR287C_idr_2	YDR330W_idr_5	YDL031W_idr_1	YDR299W_idr_4	YLR106C_idr_74	YDL122W_idr_8	YMR049C_idr_1	YHL017W_idr_4	YFR038W_idr_1	YMR229C_idr_11	0.731174587843926	0.727800787147995	0.723279636603693	0.722568380997315	0.719710736687131	0.714631938275589	0.713143737255955	0.711259942092541	0.709672141668687	0.709433836122412
YAL026C_idr_1	YER166W_idr_1	YMR214W_idr_2	YLR035C_idr_1	YGL082W_idr_4	YHR016C_idr_3	YGR274C_idr_13	YGL198W_idr_1	YGL167C_idr_1	YDR093W_idr_1	YHR149C_idr_14	0.566780439349457	0.565486624408303	0.545047929259534	0.540962298508349	0.527961061310845	0.527000145617716	0.520752768215593	0.502413512718553	0.500425794633019	0.497551608869856
YAL026C_idr_5	YDR266C_idr_2	YML021C_idr_1	YDL164C_idr_1	YGR286C_idr_1	YIR033W_idr_14	YDR097C_idr_1	YLR092W_idr_5	YCR092C_idr_1	YML057W_idr_1	YGL082W_idr_4	0.700075047068526	0.658623743799347	0.599801338802995	0.583424167126565	0.575686418442107	0.54450299537934	0.542487356167039	0.513597477829928	0.470583342907073	0.455871692640539
YAL028W_idr_5	YHL028W_idr_4	YLR332W_idr_1	YGR023W_idr_1	YGR189C_idr_2	YER129W_idr_6	YDR055W_idr_2	YDL214C_idr_1	YOL105C_idr_6	YOL081W_idr_59	YPR124W_idr_1	0.83138305104858	0.809837172922462	0.801541097240258	0.791042800050223	0.775931081771102	0.773710564096715	0.771900334529378	0.77163371759693	0.768385997374525	0.762376799541198
YAL029C_idr_9	YKR095W_idr_62	YDL058W_idr_7	YLR309C_idr_21	YDR356W_idr_5	YIL149C_idr_41	YHR023W_idr_13	YDR332W_idr_3	YOR326W_idr_16	YGL131C_idr_21	YPL082C_idr_12	0.675349640619552	0.614303912574063	0.606720278883832	0.605520840355077	0.571635232767483	0.5575375281776	0.543361167390552	0.541823887769225	0.539325070734957	0.53052691896567
YAL031C_idr_2	YOR066W_idr_5	YKL185W_idr_10	YHR080C_idr_1	YKL105C_idr_3	YBL063W_idr_1	YJL201W_idr_3	YGR152C_idr_1	YBL009W_idr_2	YFR034C_idr_3	YBL054W_idr_2	0.708677577430889	0.707199818375404	0.663920293659404	0.661112048355371	0.62863065507393	0.623395209821383	0.616737574014812	0.613941616490185	0.610797038109834	0.61041727941752
YAL031C_idr_3	YDR268W_idr_1	YCL009C_idr_1	YGR274C_idr_15	YKL148C_idr_1	YLR419W_idr_8	YMR213W_idr_7	YJR078W_idr_2	YDL148C_idr_13	YKL192C_idr_1	YDR369C_idr_5	0.633695193340899	0.614253785559732	0.612559810764541	0.609684232572576	0.604362322275576	0.597368576436476	0.590959404291533	0.577782903179618	0.576914923676451	0.575103278505412
YAL032C_idr_2	YLR272C_idr_7	YLR401C_idr_5	YNL125C_idr_6	YIL093C_idr_5	YBR055C_idr_8	YDR171W_idr_5	YOL144W_idr_3	YMR306W_idr_8	YKL143W_idr_5	YBR014C_idr_4	0.51532634690837	0.476923176679933	0.475126283142747	0.472381250338881	0.466816531643846	0.46584724379258	0.461974864040654	0.460798099219851	0.456347534224515	0.453583836990738
YAL032C_idr_6	YKL059C_idr_9	YLR337C_idr_1	YDR517W_idr_8	YPR104C_idr_4	YLR106C_idr_71	YJL020C_idr_2	YPR171W_idr_4	YPL169C_idr_3	YNL271C_idr_18	YOR244W_idr_2	0.751524195434543	0.675652605636378	0.672111567904759	0.669492092265514	0.663754571522906	0.655988741795094	0.649591833280004	0.649145829820425	0.647890124164809	0.642608433895263
YAL032C_idr_8	YJL131C_idr_4	YPL043W_idr_8	YFR013W_idr_1	YPL146C_idr_8	YER030W_idr_1	YPL074W_idr_6	YDL207W_idr_4	YOL066C_idr_1	YBR079C_idr_3	YLR002C_idr_3	0.686166466832159	0.667575796608313	0.648245312725481	0.633631150904883	0.63317290801004	0.631890277779768	0.625373457183683	0.619250950498064	0.618970452745633	0.616959412697239
YAL034C_idr_2	YKR021W_idr_7	YOR338W_idr_1	YFL009W_idr_1	YDR409W_idr_4	YGL073W_idr_10	YIL055C_idr_2	YPL133C_idr_2	YPR030W_idr_10	YGL014W_idr_1	YGL073W_idr_14	0.649578044610239	0.623690449723125	0.577843830765949	0.576761772487941	0.576662946317605	0.574986929305352	0.568818005810646	0.56649604291083	0.565430091772528	0.564209645089142
YAL034C_idr_4	YOR338W_idr_2	YNL152W_idr_3	YMR275C_idr_1	YLR131C_idr_7	YAR019C_idr_3	YPL115C_idr_3	YJL092W_idr_2	YLR425W_idr_1	YDR200C_idr_1	YCL029C_idr_2	0.801463328007682	0.643547670070354	0.643463678227247	0.62293008275558	0.619249272813622	0.619164875794611	0.616322485404629	0.612650137543417	0.612386702351666	0.611613728942761
YAL035W_idr_1	YDL212W_idr_3	YOR326W_idr_8	YMR229C_idr_15	YNL175C_idr_2	YLR197W_idr_2	YLR175W_idr_3	YPL105C_idr_2	YOL027C_idr_4	YHR065C_idr_1	YCR004C_idr_2	0.72522079394884	0.685425748839489	0.671880462593856	0.661714129992017	0.659479067172664	0.653950935100776	0.646716800713622	0.628679077171374	0.621442816024453	0.620489763146728
YAL035W_idr_4	YDR148C_idr_2	YHR052W_idr_3	YBR169C_idr_4	YER063W_idr_2	YNR022C_idr_2	YIL075C_idr_9	YAL035W_idr_1	YDL099W_idr_1	YOL027C_idr_4	YOR056C_idr_2	0.677915035508162	0.649794788167637	0.643767153115819	0.637890365594558	0.621017867733323	0.615910436953034	0.612200842296777	0.612128685138398	0.608645370259838	0.607747947419202
YAL039C_idr_1	YDR259C_idr_2	YJR076C_idr_3	YKL176C_idr_5	YDR129C_idr_2	YBL047C_idr_2	YJR059W_idr_1	YPR024W_idr_3	YPR115W_idr_4	YBR170C_idr_1	YOR140W_idr_1	0.686832841217489	0.606064460848618	0.585240134227755	0.578682120550153	0.564423955053265	0.563160614084011	0.560317129601588	0.559611063402735	0.554669169653196	0.552278078836713
YAL040C_idr_1	YPL089C_idr_2	YER123W_idr_5	YBR238C_idr_4	YDL088C_idr_2	YDR006C_idr_3	YDL167C_idr_2	YPL180W_idr_10	YMR037C_idr_19	YOL116W_idr_2	YDL167C_idr_10	0.65644308090444	0.64795531892621	0.627537442443706	0.6270353436544	0.619490133130445	0.604863005333101	0.604221970402461	0.598016304352524	0.591005905408035	0.58737384372888
YAL040C_idr_3	YDR379W_idr_2	YOR127W_idr_2	YPL054W_idr_3	YFR022W_idr_6	YPL141C_idr_4	YBR007C_idr_1	YPR115W_idr_7	YBL085W_idr_6	YCL051W_idr_6	YBR255W_idr_3	0.779766453589435	0.748866906423551	0.719494384239761	0.717839777254542	0.716978021866446	0.71340214036054	0.712162991267722	0.70905936407418	0.708343011906794	0.705544128761371
YAL041W_idr_1	YER155C_idr_7	YMR102C_idr_10	YLR352W_idr_8	YGL045W_idr_4	YHR135C_idr_1	YOR353C_idr_7	YIL044C_idr_2	YPR030W_idr_15	YNL091W_idr_8	YLR422W_idr_30	0.694014914647848	0.676575512352223	0.673719208163123	0.669165414686433	0.660361147585372	0.652971791860817	0.645708016307141	0.638920383139576	0.634596663497176	0.633891614913408
YAL041W_idr_13	YER155C_idr_12	YBR203W_idr_2	YLR422W_idr_30	YDL231C_idr_1	YDR244W_idr_3	YBL103C_idr_3	YNL272C_idr_2	YNR049C_idr_2	YOL138C_idr_1	YOL130W_idr_7	0.595812719905846	0.523319076181633	0.519478014687006	0.514596915636737	0.509506708928218	0.506400060661906	0.503919998018116	0.502462167545567	0.499135762291531	0.495239432981475
YAL041W_idr_7	YOR047C_idr_4	YER040W_idr_3	YJR065C_idr_2	YBR212W_idr_8	YER155C_idr_1	YGL045W_idr_4	YDR151C_idr_1	YBR203W_idr_2	YDL214C_idr_1	YKL062W_idr_3	0.728209949030463	0.728088759950648	0.723024875458181	0.716115190496157	0.711847436889596	0.707019906906692	0.706661921856722	0.70379617248823	0.699658489550108	0.690708994768483
YAL043C_idr_2	YLR095C_idr_6	YBL005W_idr_7	YOR290C_idr_12	YGR156W_idr_5	YPL169C_idr_3	YOR188W_idr_6	YOL113W_idr_8	YER155C_idr_23	YBR108W_idr_4	YJR080C_idr_3	0.619182154959394	0.613554275204362	0.600409256366847	0.587659567099709	0.584227227162717	0.582215873914746	0.580971539278692	0.564402631940331	0.563400064067387	0.559396503618608
YAL043C_idr_7	YML074C_idr_3	YLR336C_idr_5	YKR008W_idr_2	YKL172W_idr_2	YDR121W_idr_2	YDR060W_idr_6	YER164W_idr_12	YHR027C_idr_5	YNL215W_idr_3	YDR080W_idr_1	0.782014408307344	0.774821677541449	0.77463580951705	0.767658721296543	0.767493224540915	0.751462791227555	0.750854133330324	0.747864075347535	0.746031494485491	0.741129353893529
YAL044C_idr_1	YER182W_idr_1	YCL017C_idr_1	YLR059C_idr_1	YPR024W_idr_1	YOR211C_idr_1	YJL045W_idr_1	YCL057W_idr_1	YAL046C_idr_1	YPL252C_idr_1	YOL027C_idr_1	0.730988304397999	0.720014370404481	0.707775622750673	0.707210736200562	0.7065814518346	0.706571512458469	0.692427797031498	0.688000043916245	0.681564285052849	0.679463280787221
YAL046C_idr_1	YIL157C_idr_1	YPL252C_idr_1	YKL141W_idr_1	YHR059W_idr_1	YCL017C_idr_1	YMR302C_idr_1	YNL073W_idr_1	YFL016C_idr_1	YDL174C_idr_1	YGL143C_idr_1	0.858352406377583	0.856211515829255	0.844769350238265	0.836195398029425	0.830199296353564	0.829085026756694	0.825855444840205	0.82270628894627	0.811463462024095	0.802218898877454
YAL047C_idr_3	YFR046C_idr_2	YDR163W_idr_4	YKR017C_idr_1	YNL224C_idr_11	YNL223W_idr_6	YML059C_idr_13	YGL203C_idr_5	YHR115C_idr_2	YDR497C_idr_1	YMR311C_idr_3	0.853151406546795	0.845138411888592	0.844862817273576	0.830843856895679	0.829734143984847	0.820659747048307	0.815001904893951	0.811875630027027	0.810786353047457	0.804473455093998
YAL047C_idr_6	YGL073W_idr_14	YJR090C_idr_4	YER157W_idr_5	YDL206W_idr_3	YHR105W_idr_2	YDR420W_idr_6	YPR138C_idr_2	YGL073W_idr_1	YBL051C_idr_1	YDR166C_idr_8	0.640684679308758	0.628333719764826	0.626203931491999	0.624840491341182	0.614729159774813	0.613271155873333	0.610605150210803	0.610435896178146	0.606165593959564	0.596851718156587
YAL048C_idr_4	YDR331W_idr_1	YCR011C_idr_1	YHR039C_idr_3	YBR074W_idr_1	YDR513W_idr_1	YDL148C_idr_14	YPR049C_idr_15	YPR117W_idr_1	YKL048C_idr_1	YLR256W_idr_8	0.52509416455916	0.514211359331699	0.50779911256892	0.505001519579964	0.499395100800194	0.496552273142105	0.494542140587222	0.494512138457946	0.493276527700257	0.489573509820785
YAL051W_idr_1	YDR081C_idr_7	YER045C_idr_12	YHR159W_idr_2	YDR200C_idr_1	YFL024C_idr_1	YLR256W_idr_1	YNL103W_idr_5	YML117W_idr_7	YGL023C_idr_6	YNL103W_idr_7	0.59519963740241	0.547538333414059	0.50727368685215	0.503053517915492	0.499105791174379	0.494879424058615	0.494744577512513	0.491862452390086	0.491823939207883	0.487323978826141
YAL051W_idr_10	YIL149C_idr_59	YML093W_idr_3	YCR048W_idr_5	YNL292W_idr_2	YLR228C_idr_2	YER020W_idr_1	YDR251W_idr_2	YLR106C_idr_33	YKR071C_idr_2	YOR217W_idr_9	0.527805112587259	0.506870472707264	0.481876691052041	0.466556359849585	-0.46334445792753	-0.460938772112747	-0.459389762501676	0.44959152196421	0.448448441534572	0.447793323034992
YAL051W_idr_7	YOR363C_idr_8	YKR010C_idr_11	YGL178W_idr_9	YDR251W_idr_2	YML081W_idr_4	YMR037C_idr_17	YBR150C_idr_1	YIR023W_idr_2	YPR042C_idr_2	YOR032C_idr_6	0.740233529077747	0.659153083582532	0.648346921204741	0.638009775457641	0.635201329574926	0.634752802901133	0.619208639619005	0.614906449290695	0.610180550726942	0.609582426184156
YAL053W_idr_6	YBL086C_idr_4	YBL081W_idr_4	YER155C_idr_12	YPL014W_idr_2	YHR086W_idr_1	YBL103C_idr_3	YNL183C_idr_1	YJR076C_idr_3	YLR436C_idr_10	YOR291W_idr_1	0.680156463257787	0.670679348251924	0.653985251370363	0.652961965735946	0.638687894177943	0.634980556855806	0.629409538190146	0.626336910518812	0.620321557891439	0.618274180288217
YAL054C_idr_1	YIL155C_idr_1	YEL037C_idr_1	YDL065C_idr_2	YFR037C_idr_3	YPR024W_idr_3	YKL059C_idr_2	YDL226C_idr_5	YDL223C_idr_3	YGR012W_idr_1	YOL004W_idr_7	0.531665385233756	0.530775194586944	0.522221390231277	0.520775997438709	0.509121354210134	0.506508406188775	0.499033406232226	0.489907284663733	0.483457877351607	0.477569055977896
YAL056W_idr_11	YIL055C_idr_2	YKL185W_idr_5	YOR371C_idr_8	YLR310C_idr_1	YER088C_idr_1	YBR172C_idr_1	YGR250C_idr_7	YLR425W_idr_1	YHL024W_idr_3	YBR214W_idr_2	0.652754698921512	0.642296688701914	0.62003429770942	0.605096720489072	0.605078807929462	0.602425640108683	0.598240286796728	0.59812925174171	0.596336105320711	0.595617306831942
YAL058W_idr_2	YFL023W_idr_2	YKR008W_idr_1	YOL115W_idr_3	YAL043C_idr_7	YDR017C_idr_4	YGR281W_idr_15	YBL024W_idr_2	YBR021W_idr_3	YHR099W_idr_63	YNL299W_idr_3	0.600557866785391	0.587116248899478	0.557416515368711	0.555640429562976	0.554109508431819	0.54623076379118	0.545834204489236	0.539597177609255	0.539017532254955	0.538690226001312
YAL059W_idr_3	YDR068W_idr_4	YBR142W_idr_6	YBR123C_idr_5	YER172C_idr_20	YOL144W_idr_4	YJR002W_idr_3	YJR035W_idr_2	YKL028W_idr_5	YDR398W_idr_2	YHR027C_idr_5	0.84133104366157	0.834499106664014	0.824098411319537	0.821713268482417	0.821428354517686	0.820703533878245	0.818695196972251	0.814322990639362	0.813571667265832	0.808468424110741
YAR002W_idr_2	YDR330W_idr_2	YGR229C_idr_2	YFL016C_idr_3	YIL021W_idr_2	YLR191W_idr_2	YPL119C_idr_1	YDR143C_idr_1	YLR220W_idr_3	YNL262W_idr_19	YML017W_idr_3	0.758057001709761	0.756324298886343	0.696811603320054	0.691673954574473	0.689877087229099	0.672419321856366	0.669964676000923	0.669249252918819	0.667881398668049	0.665498292294294
YAR002W_idr_4	YDR103W_idr_1	YNL106C_idr_7	YOR109W_idr_7	YLR045C_idr_3	YOR098C_idr_2	YPL140C_idr_1	YLR319C_idr_13	YBR215W_idr_1	YKR077W_idr_1	YKL050C_idr_11	0.605067393230374	0.59941034687763	0.596538725399714	0.574514062446507	0.552206496507992	0.549938390117438	0.546704105934801	0.542716453579779	0.542554859747362	0.537898594247137
YAR007C_idr_2	YDL224C_idr_2	YOL004W_idr_1	YEL007W_idr_8	YAL021C_idr_5	YCR093W_idr_3	YPR065W_idr_2	YNL154C_idr_2	YLR278C_idr_7	YMR153W_idr_1	YOR140W_idr_3	0.851924484307905	0.847934358192792	0.825710151772445	0.816175585518415	0.812408937185854	0.811761236895623	0.804985452947064	0.803128761609945	0.802111811908114	0.801473909558034
YAR014C_idr_11	YFL033C_idr_1	YER124C_idr_4	YGR014W_idr_1	YGR014W_idr_2	YLR454W_idr_42	YMR165C_idr_4	YPL166W_idr_2	YPR115W_idr_1	YER059W_idr_1	YER180C_idr_2	0.735471672620773	0.672361712116225	0.6648871784188	0.663580990004714	0.660964125638727	0.658699953651427	0.65715192102928	0.656239503381543	0.652733132528042	0.650247906041795
YAR014C_idr_20	YPL049C_idr_5	YJL098W_idr_6	YDR163W_idr_4	YDR229W_idr_3	YDL234C_idr_7	YNL223W_idr_6	YER162C_idr_8	YLR099W-A_idr_1	YMR311C_idr_3	YIL017C_idr_9	0.841282852603076	0.841246732316817	0.839604286097995	0.831457480004381	0.826348153436684	0.825077150194437	0.822042349170884	0.821349987688934	0.819716114331524	0.819621183277924
YAR014C_idr_3	YDL122W_idr_8	YDL139C_idr_6	YMR171C_idr_7	YGR196C_idr_1	YNL186W_idr_2	YNL224C_idr_11	YML059C_idr_13	YJL115W_idr_2	YEL012W_idr_2	YLR435W_idr_2	0.818098037037257	0.799759614213218	0.799443561820354	0.789351195203961	0.782770031197925	0.776484087506993	0.775765039530725	0.77411917843354	0.771044219034317	0.768773024774513
